Iteration; Theta1; Theta2; Alpha; Input 00 Output 0 Frequency; Input 00 Output 1 Frequency; Input 01 Output 0 Frequency; Input 01 Output 1 Frequency; Input 10 Output 0 Frequency; Input 10 Output 1 Frequency; Input 11 Output 0 Frequency; Input 11 Output 1 Frequency; Error
653; -2.548490733163156; 1.5414491515521291; 1.2448981913388106; 400; 624; 411; 613; 908; 116; 894; 130; 0.506103515625
654; -2.548490733163156; 1.5414491515521291; -2.8450416933764746; 732; 292; 680; 344; 956; 68; 815; 209; 0.521728515625
655; -2.548490733163156; 1.5414491515521291; -0.6517962709121727; 664; 360; 507; 517; 662; 362; 501; 523; 0.5009765625
656; -2.548490733163156; 1.5414491515521291; 1.5414491515521291; 349; 675; 213; 811; 501; 523; 469; 555; 0.474609375
657; -2.548490733163156; 1.5414491515521291; -2.548490733163156; 302; 722; 284; 740; 714; 310; 748; 276; 0.4873046875
658; -2.548490733163156; 1.5414491515521291; -0.3552453106988538; 603; 421; 601; 423; 986; 38; 937; 87; 0.511474609375
659; -2.548490733163156; 1.5414491515521291; 1.8380001117654476; 747; 277; 613; 411; 844; 180; 698; 326; 0.5029296875
660; -2.548490733163156; 1.5414491515521291; -2.2519397729498363; 488; 536; 320; 704; 516; 508; 442; 582; 0.47705078125
661; -2.548490733163156; -2.548490733163156; -3.141592653589793; 492; 532; 62; 962; 507; 517; 312; 712; 0.442626953125
662; -2.548490733163156; -2.548490733163156; -0.9483472311254912; 241; 783; 111; 913; 574; 450; 612; 412; 0.458984375
663; -2.548490733163156; -2.548490733163156; 1.2448981913388106; 425; 599; 457; 567; 896; 128; 788; 236; 0.5341796875
664; -2.548490733163156; -2.548490733163156; -2.8450416933764746; 718; 306; 522; 502; 939; 85; 503; 521; 0.55859375
665; -2.548490733163156; -2.548490733163156; -0.6517962709121727; 673; 351; 204; 820; 677; 347; 232; 792; 0.494140625
666; -2.548490733163156; -2.548490733163156; 1.5414491515521291; 375; 649; 45; 979; 488; 536; 415; 609; 0.437255859375
667; -2.548490733163156; -2.548490733163156; -2.548490733163156; 289; 735; 320; 704; 709; 315; 694; 330; 0.51123046875
668; -2.548490733163156; -2.548490733163156; -0.3552453106988538; 591; 433; 533; 491; 991; 33; 660; 364; 0.566650390625
669; -2.548490733163156; -2.548490733163156; 1.8380001117654476; 748; 276; 361; 663; 808; 216; 350; 674; 0.517333984375
670; -2.548490733163156; -2.548490733163156; -2.2519397729498363; 523; 501; 78; 946; 497; 527; 300; 724; 0.439453125
671; -2.548490733163156; -0.3552453106988538; -3.141592653589793; 541; 483; 5; 1019; 528; 496; 265; 759; 0.433349609375
672; -2.548490733163156; -0.3552453106988538; -0.9483472311254912; 247; 777; 277; 747; 593; 431; 569; 455; 0.51318359375
673; -2.548490733163156; -0.3552453106988538; 1.2448981913388106; 417; 607; 536; 488; 886; 138; 510; 514; 0.620849609375
674; -2.548490733163156; -0.3552453106988538; -2.8450416933764746; 768; 256; 346; 678; 958; 66; 170; 854; 0.58935546875
675; -2.548490733163156; -0.3552453106988538; -0.6517962709121727; 659; 365; 41; 983; 650; 374; 108; 916; 0.4814453125
676; -2.548490733163156; -0.3552453106988538; 1.5414491515521291; 340; 684; 105; 919; 511; 513; 426; 598; 0.46337890625
677; -2.548490733163156; -0.3552453106988538; -2.548490733163156; 289; 735; 416; 608; 733; 291; 596; 428; 0.564453125
678; -2.548490733163156; -0.3552453106988538; -0.3552453106988538; 606; 418; 489; 535; 990; 34; 359; 665; 0.62548828125
679; -2.548490733163156; -0.3552453106988538; 1.8380001117654476; 776; 248; 169; 855; 826; 198; 108; 916; 0.527099609375
680; -2.548490733163156; -0.3552453106988538; -2.2519397729498363; 512; 512; 3; 1021; 508; 516; 255; 769; 0.4375
681; -2.548490733163156; 1.8380001117654476; -3.141592653589793; 510; 514; 182; 842; 515; 509; 350; 674; 0.460205078125
682; -2.548490733163156; 1.8380001117654476; -0.9483472311254912; 267; 757; 522; 502; 566; 458; 513; 511; 0.5751953125
683; -2.548490733163156; 1.8380001117654476; 1.2448981913388106; 432; 592; 577; 447; 898; 126; 242; 782; 0.695556640625
684; -2.548490733163156; 1.8380001117654476; -2.8450416933764746; 740; 284; 254; 770; 963; 61; 10; 1014; 0.614013671875
685; -2.548490733163156; 1.8380001117654476; -0.6517962709121727; 691; 333; 100; 924; 653; 371; 159; 865; 0.476318359375
686; -2.548490733163156; 1.8380001117654476; 1.5414491515521291; 342; 682; 332; 692; 496; 528; 482; 542; 0.5009765625
687; -2.548490733163156; 1.8380001117654476; -2.548490733163156; 293; 731; 608; 416; 718; 306; 428; 596; 0.647705078125
688; -2.548490733163156; 1.8380001117654476; -0.3552453106988538; 589; 435; 433; 591; 982; 42; 101; 923; 0.677001953125
689; -2.548490733163156; 1.8380001117654476; 1.8380001117654476; 771; 253; 132; 892; 813; 211; 27; 997; 0.535888671875
690; -2.548490733163156; 1.8380001117654476; -2.2519397729498363; 514; 510; 188; 836; 488; 536; 331; 693; 0.458740234375
691; -2.548490733163156; -2.2519397729498363; -3.141592653589793; 519; 505; 491; 533; 525; 499; 526; 498; 0.492919921875
692; -2.548490733163156; -2.2519397729498363; -0.9483472311254912; 252; 772; 774; 250; 576; 448; 457; 567; 0.656494140625
693; -2.548490733163156; -2.2519397729498363; 1.2448981913388106; 407; 617; 577; 447; 904; 120; 122; 902; 0.732421875
694; -2.548490733163156; -2.2519397729498363; -2.8450416933764746; 754; 270; 296; 728; 949; 75; 65; 959; 0.60400390625
695; -2.548490733163156; -2.2519397729498363; -0.6517962709121727; 688; 336; 353; 671; 660; 364; 396; 628; 0.482666015625
696; -2.548490733163156; -2.2519397729498363; 1.5414491515521291; 317; 707; 677; 347; 471; 553; 555; 469; 0.5673828125
697; -2.548490733163156; -2.2519397729498363; -2.548490733163156; 292; 732; 724; 300; 727; 297; 292; 732; 0.711669921875
698; -2.548490733163156; -2.2519397729498363; -0.3552453106988538; 599; 425; 425; 599; 995; 29; 45; 979; 0.689453125
699; -2.548490733163156; -2.2519397729498363; 1.8380001117654476; 776; 248; 242; 782; 808; 216; 189; 835; 0.520751953125
700; -2.548490733163156; -2.2519397729498363; -2.2519397729498363; 526; 498; 506; 518; 513; 511; 520; 504; 0.493408203125
701; -0.3552453106988538; -3.141592653589793; -3.141592653589793; 516; 508; 500; 524; 472; 552; 525; 499; 0.483154296875
702; -0.3552453106988538; -3.141592653589793; -0.9483472311254912; 264; 760; 753; 271; 763; 261; 269; 755; 0.739990234375
703; -0.3552453106988538; -3.141592653589793; 1.2448981913388106; 431; 593; 614; 410; 1015; 9; 16; 1008; 0.78857421875
704; -0.3552453106988538; -3.141592653589793; -2.8450416933764746; 742; 282; 299; 725; 827; 197; 153; 871; 0.556396484375
705; -0.3552453106988538; -3.141592653589793; -0.6517962709121727; 706; 318; 380; 644; 505; 519; 512; 512; 0.418701171875
706; -0.3552453106988538; -3.141592653589793; 1.5414491515521291; 337; 687; 667; 357; 622; 402; 410; 614; 0.63232421875
707; -0.3552453106988538; -3.141592653589793; -2.548490733163156; 308; 716; 737; 287; 926; 98; 87; 937; 0.8095703125
708; -0.3552453106988538; -3.141592653589793; -0.3552453106988538; 629; 395; 438; 586; 986; 38; 34; 990; 0.685791015625
709; -0.3552453106988538; -3.141592653589793; 1.8380001117654476; 770; 254; 254; 770; 675; 349; 328; 696; 0.458740234375
710; -0.3552453106988538; -3.141592653589793; -2.2519397729498363; 547; 477; 487; 537; 495; 529; 526; 498; 0.477783203125
711; -0.3552453106988538; -0.9483472311254912; -3.141592653589793; 502; 522; 859; 165; 485; 539; 438; 586; 0.5986328125
712; -0.3552453106988538; -0.9483472311254912; -0.9483472311254912; 271; 753; 895; 129; 781; 243; 141; 883; 0.80859375
713; -0.3552453106988538; -0.9483472311254912; 1.2448981913388106; 430; 594; 590; 434; 1017; 7; 77; 947; 0.7685546875
714; -0.3552453106988538; -0.9483472311254912; -2.8450416933764746; 722; 302; 400; 624; 865; 159; 394; 630; 0.536376953125
715; -0.3552453106988538; -0.9483472311254912; -0.6517962709121727; 690; 334; 696; 328; 540; 484; 559; 465; 0.496826171875
716; -0.3552453106988538; -0.9483472311254912; 1.5414491515521291; 369; 655; 922; 102; 587; 437; 292; 732; 0.70703125
717; -0.3552453106988538; -0.9483472311254912; -2.548490733163156; 267; 757; 780; 244; 920; 104; 36; 988; 0.841064453125
718; -0.3552453106988538; -0.9483472311254912; -0.3552453106988538; 598; 426; 476; 548; 985; 39; 210; 814; 0.659423828125
719; -0.3552453106988538; -0.9483472311254912; 1.8380001117654476; 764; 260; 494; 530; 684; 340; 496; 528; 0.47998046875
720; -0.3552453106988538; -0.9483472311254912; -2.2519397729498363; 515; 509; 828; 196; 525; 499; 446; 578; 0.595703125
721; -0.3552453106988538; 1.2448981913388106; -3.141592653589793; 502; 522; 1018; 6; 518; 506; 430; 594; 0.6474609375
722; -0.3552453106988538; 1.2448981913388106; -0.9483472311254912; 287; 737; 851; 173; 779; 245; 180; 844; 0.783935546875
723; -0.3552453106988538; 1.2448981913388106; 1.2448981913388106; 416; 608; 537; 487; 1018; 6; 325; 699; 0.69873046875
724; -0.3552453106988538; 1.2448981913388106; -2.8450416933764746; 726; 298; 584; 440; 845; 179; 649; 375; 0.51318359375
725; -0.3552453106988538; 1.2448981913388106; -0.6517962709121727; 661; 363; 918; 106; 555; 469; 592; 432; 0.5537109375
726; -0.3552453106988538; 1.2448981913388106; 1.5414491515521291; 356; 668; 979; 45; 616; 408; 261; 763; 0.73876953125
727; -0.3552453106988538; 1.2448981913388106; -2.548490733163156; 295; 729; 692; 332; 936; 88; 186; 838; 0.780029296875
728; -0.3552453106988538; 1.2448981913388106; -0.3552453106988538; 587; 437; 525; 499; 979; 45; 485; 539; 0.60546875
729; -0.3552453106988538; 1.2448981913388106; 1.8380001117654476; 773; 251; 749; 275; 666; 358; 689; 335; 0.488525390625
730; -0.3552453106988538; 1.2448981913388106; -2.2519397729498363; 520; 504; 1014; 10; 536; 488; 418; 606; 0.6494140625
731; -0.3552453106988538; -2.8450416933764746; -3.141592653589793; 509; 515; 950; 74; 538; 486; 464; 560; 0.625732421875
732; -0.3552453106988538; -2.8450416933764746; -0.9483472311254912; 253; 771; 668; 356; 753; 271; 354; 670; 0.69873046875
733; -0.3552453106988538; -2.8450416933764746; 1.2448981913388106; 415; 609; 452; 572; 1020; 4; 682; 342; 0.591552734375
734; -0.3552453106988538; -2.8450416933764746; -2.8450416933764746; 728; 296; 723; 301; 847; 177; 862; 162; 0.4951171875
735; -0.3552453106988538; -2.8450416933764746; -0.6517962709121727; 699; 325; 988; 36; 558; 466; 623; 401; 0.5546875
736; -0.3552453106988538; -2.8450416933764746; 1.5414491515521291; 355; 669; 830; 194; 586; 438; 344; 680; 0.675048828125
737; -0.3552453106988538; -2.8450416933764746; -2.548490733163156; 295; 729; 509; 515; 933; 91; 530; 494; 0.650634765625
738; -0.3552453106988538; -2.8450416933764746; -0.3552453106988538; 598; 426; 556; 468; 989; 35; 833; 191; 0.52783203125
739; -0.3552453106988538; -2.8450416933764746; 1.8380001117654476; 774; 250; 891; 133; 674; 350; 786; 238; 0.501220703125
740; -0.3552453106988538; -2.8450416933764746; -2.2519397729498363; 518; 506; 964; 60; 535; 489; 454; 570; 0.628662109375
741; -0.3552453106988538; -0.6517962709121727; -3.141592653589793; 509; 515; 707; 317; 491; 533; 489; 535; 0.548828125
742; -0.3552453106988538; -0.6517962709121727; -0.9483472311254912; 235; 789; 390; 634; 735; 289; 632; 392; 0.56298828125
743; -0.3552453106988538; -0.6517962709121727; 1.2448981913388106; 437; 587; 432; 592; 1020; 4; 962; 62; 0.512939453125
744; -0.3552453106988538; -0.6517962709121727; -2.8450416933764746; 737; 287; 764; 260; 860; 164; 895; 129; 0.498046875
745; -0.3552453106988538; -0.6517962709121727; -0.6517962709121727; 659; 365; 821; 203; 551; 473; 557; 467; 0.5380859375
746; -0.3552453106988538; -0.6517962709121727; 1.5414491515521291; 363; 661; 505; 519; 622; 402; 515; 509; 0.560791015625
747; -0.3552453106988538; -0.6517962709121727; -2.548490733163156; 308; 716; 319; 705; 940; 84; 817; 207; 0.53271484375
748; -0.3552453106988538; -0.6517962709121727; -0.3552453106988538; 602; 422; 615; 409; 976; 48; 993; 31; 0.4990234375
749; -0.3552453106988538; -0.6517962709121727; 1.8380001117654476; 764; 260; 855; 169; 676; 348; 705; 319; 0.51513671875
750; -0.3552453106988538; -0.6517962709121727; -2.2519397729498363; 481; 543; 680; 344; 517; 507; 463; 561; 0.561767578125
751; -0.3552453106988538; 1.5414491515521291; -3.141592653589793; 513; 511; 331; 693; 510; 514; 548; 476; 0.4462890625
752; -0.3552453106988538; 1.5414491515521291; -0.9483472311254912; 256; 768; 162; 862; 753; 271; 845; 179; 0.45458984375
753; -0.3552453106988538; 1.5414491515521291; 1.2448981913388106; 405; 619; 401; 623; 1021; 3; 1017; 7; 0.5
754; -0.3552453106988538; 1.5414491515521291; -2.8450416933764746; 728; 296; 697; 327; 855; 169; 776; 248; 0.51171875
755; -0.3552453106988538; 1.5414491515521291; -0.6517962709121727; 670; 354; 533; 491; 558; 466; 508; 516; 0.478759765625
756; -0.3552453106988538; 1.5414491515521291; 1.5414491515521291; 321; 703; 205; 819; 596; 428; 658; 366; 0.45654296875
757; -0.3552453106988538; 1.5414491515521291; -2.548490733163156; 272; 752; 236; 788; 925; 99; 979; 45; 0.47802734375
758; -0.3552453106988538; 1.5414491515521291; -0.3552453106988538; 592; 432; 602; 422; 973; 51; 919; 105; 0.515625
759; -0.3552453106988538; 1.5414491515521291; 1.8380001117654476; 784; 240; 663; 361; 687; 337; 623; 401; 0.486083984375
760; -0.3552453106988538; 1.5414491515521291; -2.2519397729498363; 516; 508; 351; 673; 538; 486; 539; 485; 0.45947265625
761; -0.3552453106988538; -2.548490733163156; -3.141592653589793; 507; 517; 68; 956; 504; 520; 583; 441; 0.37353515625
762; -0.3552453106988538; -2.548490733163156; -0.9483472311254912; 264; 760; 141; 883; 770; 254; 907; 117; 0.4365234375
763; -0.3552453106988538; -2.548490733163156; 1.2448981913388106; 437; 587; 467; 557; 1012; 12; 840; 184; 0.54931640625
764; -0.3552453106988538; -2.548490733163156; -2.8450416933764746; 728; 296; 504; 520; 838; 186; 500; 524; 0.52783203125
765; -0.3552453106988538; -2.548490733163156; -0.6517962709121727; 674; 350; 165; 859; 565; 459; 447; 577; 0.404541015625
766; -0.3552453106988538; -2.548490733163156; 1.5414491515521291; 316; 708; 42; 982; 608; 416; 757; 267; 0.396728515625
767; -0.3552453106988538; -2.548490733163156; -2.548490733163156; 311; 713; 299; 725; 936; 88; 935; 89; 0.497314453125
768; -0.3552453106988538; -2.548490733163156; -0.3552453106988538; 593; 431; 551; 473; 983; 41; 668; 356; 0.566650390625
769; -0.3552453106988538; -2.548490733163156; 1.8380001117654476; 778; 246; 378; 646; 679; 345; 432; 592; 0.462646484375
770; -0.3552453106988538; -2.548490733163156; -2.2519397729498363; 498; 526; 78; 946; 499; 525; 608; 416; 0.370849609375
771; -0.3552453106988538; -0.3552453106988538; -3.141592653589793; 511; 513; 8; 1016; 521; 503; 600; 424; 0.35791015625
772; -0.3552453106988538; -0.3552453106988538; -0.9483472311254912; 269; 755; 268; 756; 753; 271; 748; 276; 0.5009765625
773; -0.3552453106988538; -0.3552453106988538; 1.2448981913388106; 418; 606; 543; 481; 1014; 10; 516; 508; 0.652099609375
774; -0.3552453106988538; -0.3552453106988538; -2.8450416933764746; 735; 289; 356; 668; 848; 176; 281; 743; 0.5458984375
775; -0.3552453106988538; -0.3552453106988538; -0.6517962709121727; 677; 347; 31; 993; 580; 444; 411; 613; 0.383544921875
776; -0.3552453106988538; -0.3552453106988538; 1.5414491515521291; 362; 662; 89; 935; 609; 415; 735; 289; 0.402587890625
777; -0.3552453106988538; -0.3552453106988538; -2.548490733163156; 274; 750; 444; 580; 931; 93; 670; 354; 0.605224609375
778; -0.3552453106988538; -0.3552453106988538; -0.3552453106988538; 616; 408; 469; 555; 992; 32; 362; 662; 0.617919921875
779; -0.3552453106988538; -0.3552453106988538; 1.8380001117654476; 752; 272; 196; 828; 662; 362; 301; 723; 0.452392578125
780; -0.3552453106988538; -0.3552453106988538; -2.2519397729498363; 522; 502; 6; 1018; 516; 508; 614; 410; 0.35009765625
781; -0.3552453106988538; 1.8380001117654476; -3.141592653589793; 516; 508; 196; 828; 511; 513; 544; 480; 0.413818359375
782; -0.3552453106988538; 1.8380001117654476; -0.9483472311254912; 264; 760; 499; 525; 793; 231; 537; 487; 0.619873046875
783; -0.3552453106988538; 1.8380001117654476; 1.2448981913388106; 419; 605; 578; 446; 1016; 8; 149; 875; 0.75048828125
784; -0.3552453106988538; 1.8380001117654476; -2.8450416933764746; 747; 277; 262; 762; 847; 177; 114; 910; 0.560546875
785; -0.3552453106988538; 1.8380001117654476; -0.6517962709121727; 686; 338; 87; 937; 551; 473; 458; 566; 0.37646484375
786; -0.3552453106988538; 1.8380001117654476; 1.5414491515521291; 372; 652; 368; 656; 597; 427; 608; 416; 0.496337890625
787; -0.3552453106988538; 1.8380001117654476; -2.548490733163156; 281; 743; 601; 423; 935; 89; 376; 648; 0.714599609375
788; -0.3552453106988538; 1.8380001117654476; -0.3552453106988538; 636; 388; 444; 580; 993; 31; 72; 952; 0.677978515625
789; -0.3552453106988538; 1.8380001117654476; 1.8380001117654476; 786; 238; 127; 897; 661; 363; 240; 784; 0.44189453125
790; -0.3552453106988538; 1.8380001117654476; -2.2519397729498363; 515; 509; 194; 830; 529; 495; 577; 447; 0.409912109375
791; -0.3552453106988538; -2.2519397729498363; -3.141592653589793; 528; 496; 529; 495; 520; 504; 506; 518; 0.503662109375
792; -0.3552453106988538; -2.2519397729498363; -0.9483472311254912; 279; 745; 768; 256; 765; 259; 270; 754; 0.740234375
793; -0.3552453106988538; -2.2519397729498363; 1.2448981913388106; 439; 585; 588; 436; 1017; 7; 6; 1018; 0.783203125
794; -0.3552453106988538; -2.2519397729498363; -2.8450416933764746; 731; 293; 306; 718; 851; 173; 183; 841; 0.559326171875
795; -0.3552453106988538; -2.2519397729498363; -0.6517962709121727; 672; 352; 362; 662; 539; 485; 467; 557; 0.44189453125
796; -0.3552453106988538; -2.2519397729498363; 1.5414491515521291; 353; 671; 691; 333; 606; 418; 456; 568; 0.619140625
797; -0.3552453106988538; -2.2519397729498363; -2.548490733163156; 292; 732; 727; 297; 913; 111; 95; 929; 0.805908203125
798; -0.3552453106988538; -2.2519397729498363; -0.3552453106988538; 590; 434; 407; 617; 982; 42; 29; 995; 0.68798828125
799; -0.3552453106988538; -2.2519397729498363; 1.8380001117654476; 790; 234; 253; 771; 698; 326; 343; 681; 0.45556640625
800; -0.3552453106988538; -2.2519397729498363; -2.2519397729498363; 525; 499; 507; 517; 533; 491; 518; 506; 0.499267578125
801; 1.8380001117654476; -3.141592653589793; -3.141592653589793; 517; 507; 519; 505; 513; 511; 513; 511; 0.50048828125
802; 1.8380001117654476; -3.141592653589793; -0.9483472311254912; 250; 774; 773; 251; 847; 177; 180; 844; 0.79052734375
803; 1.8380001117654476; -3.141592653589793; 1.2448981913388106; 416; 608; 587; 437; 889; 135; 121; 903; 0.729248046875
804; 1.8380001117654476; -3.141592653589793; -2.8450416933764746; 746; 278; 285; 739; 643; 381; 451; 573; 0.434326171875
805; 1.8380001117654476; -3.141592653589793; -0.6517962709121727; 674; 350; 347; 677; 391; 633; 633; 391; 0.361083984375
806; 1.8380001117654476; -3.141592653589793; 1.5414491515521291; 341; 683; 678; 346; 697; 327; 360; 664; 0.66455078125
807; 1.8380001117654476; -3.141592653589793; -2.548490733163156; 295; 729; 751; 273; 927; 97; 105; 919; 0.81201171875
808; 1.8380001117654476; -3.141592653589793; -0.3552453106988538; 629; 395; 441; 583; 757; 267; 264; 760; 0.574462890625
809; 1.8380001117654476; -3.141592653589793; 1.8380001117654476; 739; 285; 249; 775; 442; 582; 570; 454; 0.34912109375
810; 1.8380001117654476; -3.141592653589793; -2.2519397729498363; 503; 521; 524; 500; 510; 514; 514; 510; 0.504150390625
811; 1.8380001117654476; -0.9483472311254912; -3.141592653589793; 524; 500; 861; 163; 553; 471; 242; 782; 0.658203125
812; 1.8380001117654476; -0.9483472311254912; -0.9483472311254912; 262; 762; 903; 121; 822; 202; 5; 1019; 0.85595703125
813; 1.8380001117654476; -0.9483472311254912; 1.2448981913388106; 435; 589; 592; 432; 902; 122; 157; 867; 0.72021484375
814; 1.8380001117654476; -0.9483472311254912; -2.8450416933764746; 764; 260; 436; 588; 611; 413; 478; 546; 0.452392578125
815; 1.8380001117654476; -0.9483472311254912; -0.6517962709121727; 666; 358; 679; 345; 456; 568; 412; 612; 0.513916015625
816; 1.8380001117654476; -0.9483472311254912; 1.5414491515521291; 355; 669; 936; 88; 663; 361; 108; 916; 0.77734375
817; 1.8380001117654476; -0.9483472311254912; -2.548490733163156; 298; 726; 766; 258; 931; 93; 55; 969; 0.828125
818; 1.8380001117654476; -0.9483472311254912; -0.3552453106988538; 593; 431; 463; 561; 757; 267; 350; 674; 0.567626953125
819; 1.8380001117654476; -0.9483472311254912; 1.8380001117654476; 770; 254; 474; 550; 446; 578; 525; 499; 0.408447265625
820; 1.8380001117654476; -0.9483472311254912; -2.2519397729498363; 501; 523; 854; 170; 498; 526; 270; 754; 0.641845703125
821; 1.8380001117654476; 1.2448981913388106; -3.141592653589793; 488; 536; 1013; 11; 486; 538; 118; 906; 0.718017578125
822; 1.8380001117654476; 1.2448981913388106; -0.9483472311254912; 264; 760; 842; 182; 843; 181; 73; 951; 0.8291015625
823; 1.8380001117654476; 1.2448981913388106; 1.2448981913388106; 410; 614; 524; 500; 912; 112; 385; 639; 0.656494140625
824; 1.8380001117654476; 1.2448981913388106; -2.8450416933764746; 734; 290; 587; 437; 588; 436; 531; 493; 0.47802734375
825; 1.8380001117654476; 1.2448981913388106; -0.6517962709121727; 682; 342; 935; 89; 433; 591; 299; 725; 0.594482421875
826; 1.8380001117654476; 1.2448981913388106; 1.5414491515521291; 358; 666; 979; 45; 701; 323; 36; 988; 0.81396484375
827; 1.8380001117654476; 1.2448981913388106; -2.548490733163156; 280; 744; 680; 344; 931; 93; 199; 825; 0.7763671875
828; 1.8380001117654476; 1.2448981913388106; -0.3552453106988538; 609; 415; 502; 522; 750; 274; 512; 512; 0.531982421875
829; 1.8380001117654476; 1.2448981913388106; 1.8380001117654476; 795; 229; 763; 261; 467; 557; 457; 567; 0.49462890625
830; 1.8380001117654476; 1.2448981913388106; -2.2519397729498363; 510; 514; 1016; 8; 556; 468; 119; 905; 0.730224609375
831; 1.8380001117654476; -2.8450416933764746; -3.141592653589793; 514; 510; 947; 77; 522; 502; 165; 859; 0.69287109375
832; 1.8380001117654476; -2.8450416933764746; -0.9483472311254912; 265; 759; 661; 363; 842; 182; 349; 675; 0.717041015625
833; 1.8380001117654476; -2.8450416933764746; 1.2448981913388106; 427; 597; 457; 567; 895; 129; 649; 375; 0.5673828125
834; 1.8380001117654476; -2.8450416933764746; -2.8450416933764746; 721; 303; 737; 287; 585; 439; 613; 411; 0.4970703125
835; 1.8380001117654476; -2.8450416933764746; -0.6517962709121727; 674; 350; 987; 37; 410; 614; 258; 766; 0.613525390625
836; 1.8380001117654476; -2.8450416933764746; 1.5414491515521291; 344; 680; 821; 203; 653; 371; 209; 815; 0.724853515625
837; 1.8380001117654476; -2.8450416933764746; -2.548490733163156; 278; 746; 531; 493; 947; 77; 501; 523; 0.670654296875
838; 1.8380001117654476; -2.8450416933764746; -0.3552453106988538; 616; 408; 566; 458; 787; 237; 685; 339; 0.5126953125
839; 1.8380001117654476; -2.8450416933764746; 1.8380001117654476; 774; 250; 904; 120; 471; 553; 423; 601; 0.54345703125
840; 1.8380001117654476; -2.8450416933764746; -2.2519397729498363; 519; 505; 940; 84; 499; 525; 182; 842; 0.68017578125
841; 1.8380001117654476; -0.6517962709121727; -3.141592653589793; 515; 509; 663; 361; 498; 526; 379; 645; 0.565185546875
842; 1.8380001117654476; -0.6517962709121727; -0.9483472311254912; 252; 772; 362; 662; 831; 193; 701; 323; 0.55859375
843; 1.8380001117654476; -0.6517962709121727; 1.2448981913388106; 422; 602; 419; 605; 903; 121; 849; 175; 0.512451171875
844; 1.8380001117654476; -0.6517962709121727; -2.8450416933764746; 730; 294; 758; 266; 596; 428; 627; 397; 0.499267578125
845; 1.8380001117654476; -0.6517962709121727; -0.6517962709121727; 652; 372; 822; 202; 416; 608; 338; 686; 0.560546875
846; 1.8380001117654476; -0.6517962709121727; 1.5414491515521291; 330; 694; 502; 522; 673; 351; 518; 506; 0.579833984375
847; 1.8380001117654476; -0.6517962709121727; -2.548490733163156; 266; 758; 339; 685; 936; 88; 811; 213; 0.54833984375
848; 1.8380001117654476; -0.6517962709121727; -0.3552453106988538; 609; 415; 596; 428; 749; 275; 771; 253; 0.491455078125
849; 1.8380001117654476; -0.6517962709121727; 1.8380001117654476; 764; 260; 848; 176; 457; 567; 430; 594; 0.527099609375
850; 1.8380001117654476; -0.6517962709121727; -2.2519397729498363; 524; 500; 656; 368; 532; 492; 387; 637; 0.567626953125
851; 1.8380001117654476; 1.5414491515521291; -3.141592653589793; 451; 573; 350; 674; 497; 527; 645; 379; 0.439208984375
852; 1.8380001117654476; 1.5414491515521291; -0.9483472311254912; 260; 764; 176; 848; 841; 183; 944; 80; 0.454345703125
853; 1.8380001117654476; 1.5414491515521291; 1.2448981913388106; 436; 588; 437; 587; 891; 133; 908; 116; 0.49609375
854; 1.8380001117654476; 1.5414491515521291; -2.8450416933764746; 757; 267; 692; 332; 599; 425; 563; 461; 0.492919921875
855; 1.8380001117654476; 1.5414491515521291; -0.6517962709121727; 691; 333; 522; 502; 433; 591; 494; 530; 0.44384765625
856; 1.8380001117654476; 1.5414491515521291; 1.5414491515521291; 346; 678; 198; 826; 665; 359; 815; 209; 0.42724609375
857; 1.8380001117654476; 1.5414491515521291; -2.548490733163156; 268; 756; 275; 749; 916; 108; 983; 41; 0.4853515625
858; 1.8380001117654476; 1.5414491515521291; -0.3552453106988538; 627; 397; 609; 415; 778; 246; 734; 290; 0.50634765625
859; 1.8380001117654476; 1.5414491515521291; 1.8380001117654476; 759; 265; 641; 383; 489; 535; 503; 521; 0.4677734375
860; 1.8380001117654476; 1.5414491515521291; -2.2519397729498363; 514; 510; 340; 684; 535; 489; 655; 369; 0.42822265625
861; 1.8380001117654476; -2.548490733163156; -3.141592653589793; 510; 514; 72; 952; 502; 522; 858; 166; 0.30615234375
862; 1.8380001117654476; -2.548490733163156; -0.9483472311254912; 255; 769; 120; 904; 841; 183; 1020; 4; 0.42333984375
863; 1.8380001117654476; -2.548490733163156; 1.2448981913388106; 386; 638; 426; 598; 901; 123; 785; 239; 0.5380859375
864; 1.8380001117654476; -2.548490733163156; -2.8450416933764746; 755; 269; 502; 522; 589; 435; 497; 527; 0.460693359375
865; 1.8380001117654476; -2.548490733163156; -0.6517962709121727; 656; 368; 212; 812; 457; 567; 680; 344; 0.337158203125
866; 1.8380001117654476; -2.548490733163156; 1.5414491515521291; 364; 660; 52; 972; 680; 344; 965; 59; 0.354248046875
867; 1.8380001117654476; -2.548490733163156; -2.548490733163156; 272; 752; 294; 730; 924; 100; 935; 89; 0.502685546875
868; 1.8380001117654476; -2.548490733163156; -0.3552453106988538; 593; 431; 544; 480; 785; 239; 603; 421; 0.532470703125
869; 1.8380001117654476; -2.548490733163156; 1.8380001117654476; 758; 266; 361; 663; 470; 554; 519; 505; 0.39111328125
870; 1.8380001117654476; -2.548490733163156; -2.2519397729498363; 522; 502; 65; 959; 517; 507; 850; 174; 0.30712890625
